zona;nome;cod_municipio;municipio;cod_distrito;distrito;popu
442;Ouro Fino Paulista;27;Ribeirão Pires;123;Ribeirão Pires;13728
443;Parque Sete Pontes;28;Rio Grande da Serra;124;Rio Grande da Serra;12913
444;Rio Grande da Serra;28;Rio Grande da Serra;124;Rio Grande da Serra;35592
445;Planalto;33;São Bernardo do Campo;129;São Bernardo do Campo;95482
446;Paulicéia;33;São Bernardo do Campo;129;São Bernardo do Campo;54988
447;Rudge Ramos;33;São Bernardo do Campo;129;São Bernardo do Campo;44474
448;Baeta Neves;33;São Bernardo do Campo;129;São Bernardo do Campo;45474
449;São Bernardo do Campo;33;São Bernardo do Campo;129;São Bernardo do Campo;67205
450;Montanhão;33;São Bernardo do Campo;129;São Bernardo do Campo;172260
451;Demarchi;33;São Bernardo do Campo;129;São Bernardo do Campo;102171
452;Riacho Grande;33;São Bernardo do Campo;129;São Bernardo do Campo;47137
453;Caminho do Mar;33;São Bernardo do Campo;129;São Bernardo do Campo;30620 
454;Reservatório Billings;33;São Bernardo do Campo;129;São Bernardo do Campo;142929 
455;Diadema;8;Diadema;104;Diadema;57426
456;Jardim das Nações;8;Diadema;104;Diadema;99606
457;Piraporinha;8;Diadema;104;Diadema;107955
458;Vila Conceição;8;Diadema;104;Diadema;61243
459;Eldorado;8;Diadema;104;Diadema;74517
460;Taboão da Serra;38;Taboão da Serra;133;Taboão da Serra;59135
461;Jardim Irapuã;38;Taboão da Serra;133;Taboão da Serra;48079
462;Parque Pinheiros;38;Taboão da Serra;133;Taboão da Serra;100971
463;Parque Industrial;38;Taboão da Serra;133;Taboão da Serra;66834
464;Santo Eduardo;9;Embu das Artes;105;Embu das Artes;72698
465;São Marcos;9;Embu das Artes;105;Embu das Artes;116026
466;Embu das Artes;9;Embu das Artes;105;Embu das Artes;55726
467;Ressaca;9;Embu das Artes;105;Embu das Artes;19597
468;Itapecerica da Serra;16;Itapecerica da Serra;112;Itapecerica da Serra;152618
469;Jardim Petrópolis;16;Itapecerica da Serra;112;Itapecerica da Serra;5258
470;EmbuMirim;16;Itapecerica da Serra;112;Itapecerica da Serra;7934
471;São Lourenço da Serra;35;São Lourenço da Serra;131;São Lourenço da Serra;15205
472;EmbuGuaçu;10;Embu-Guaçu;106;Embu-Guaçu;39958
473;Cipó;10;EmbuGuaçu;106;Embu-Guaçu;20953
474;Santa Rita;10;EmbuGuaçu;106;Embu-Guaçu;5951
475;Juquitiba;20;Juquitiba;116;Juquitiba;29995
476;Barueri;2;Barueri;98;Barueri;82967
477;Aphaville;2;Barueri;98;Barueri;46305
478;Tamboré;2;Barueri;98;Barueri; 
479;Antônio João;2;Barueri;98;Barueri; 
480;Vutopoca;2;Barueri;98;Barueri;42050
481;Jardim Silveira;2;Barueri;98;Barueri;64790
482;Jardim Belval;2;Barueri;98;Barueri;19794
483;Morada dos Lagos;2;Barueri;98;Barueri;3319
484;Cidade Ariston;6;Carapicuíba;102;Carapicuíba;131693
485;Carapicuíba;6;Carapicuíba;102;Carapicuíba;110673
486;Jardim Planalto;6;Carapicuíba;102;Carapicuíba;69644
487;Aldeia de Carapicuíba;6;Carapicuíba;102;Carapicuíba;33783
488;Estrada do Jacarandá;6;Carapicuíba;102;Carapicuíba;43648
489;Osasco;24;Osasco;120;Osasco;4455
490;Vila Yara;24;Osasco;120;Osasco;11522
491;Bussocaba City;24;Osasco;120;Osasco;36900
492;Nova Granada;24;Osasco;120;Osasco;60262
493;Recanto das Rosas;24;Osasco;120;Osasco;31031
494;Jardim Novo Osasco;24;Osasco;120;Osasco;63563
495;Jardim Veloso;24;Osasco;120;Osasco;121969
496;Quitaúna;24;Osasco;120;Osasco;72059
497;Jardim Piratininga;24;Osasco;120;Osasco;12790
498;Presidente Altino;24;Osasco;120;Osasco;11600
499;Munhoz Junior;24;Osasco;120;Osasco;129340
500;Rochdale;24;Osasco;120;Osasco;49817
501;Mutinga;24;Osasco;120;Osasco;51302
502;Três Montanhas;24;Osasco;120;Osasco;20742
503;Ribeirão Itaqui;19;Jandira;115;Jandira;5903
504;Jandira;19;Jandira;115;Jandira;106308
505;Ribeirão das Pombas;19;Jandira;115;Jandira;7933
506;Granja Viana;7;Cotia;103;Cotia;33261
507;Fernando Nobre;7;Cotia;103;Cotia;23325
508;Cotia;7;Cotia;103;Cotia;138853
509;Capueira;7;Cotia;103;Cotia;5505
510;Caucaia;7;Cotia;103;Cotia; 
511;Caucaia do Alto;7;Cotia;103;Cotia;36116
512;Vargem Grande Paulista;39;Vargem Grande Paulista;134;Vargem Grande Paulista;50557
513;Quatro Encruzilhadas;17;Itapevi;113;Itapevi;3587
514;Itapevi;17;Itapevi;113;Itapevi;104626
515;Amador Bueno;17;Itapevi;113;Itapevi;120821
516;Santana de Parnaíba;31;Santana de Parnaíba;127;Santana de Parnaíba;131608
517;Pirapora do Bom Jesus;25;Pirapora do Bom Jesus;121;Pirapora do Bom Jesus;18107
